16790000,167349916309338
16790100,167344969818183
16790200,167439001284592
16790300,167438919331199
16790400,166516392167314
16790500,166629553412244
16790600,164902926476908
16790700,164902936209769
16790800,164805040301512
16790900,164713224142558
16791000,160391125544786
16791100,160318571930296
16791200,160188690270783
16791300,160340836455425
16791400,162970536097983
16791500,162946716573558
16791600,162114066247673
16791700,162364717247673
16791800,161074827413952
16791900,162121080767326
16792000,159256556323994
16792100,159237913532711
16792200,157232720855723
16792300,157032128815715
16792400,156948947786412
16792500,157035448963143
16792600,157369407716137
16792700,157002493066409
16792800,156137826495727
16792900,156132028720002
16793000,154891177454772
16793100,154984800102275
16793200,156218519951739
16793300,156518179434113
16793400,156689256656106
16793500,156693095885050
16793600,156693095876671
16793700,156719098961333
16793800,156732438018903
16793900,157226793817550
16794000,157465377650086
16794100,157197778869293
16794200,157124011059279
16794300,157174895939613
16794400,157253518966030
16794500,157136591528635
16794600,157879460858363
16794700,157980016729692
16794800,157969672854789
16794900,157931762733801
16795000,157932252538043
16795100,158159976639342
16795200,158084032198335
16795300,158064310304540
16795400,158101493138228
16795500,158396913392257
16795600,159014847641703
16795700,162743353729316
16795800,162892882038726
16795900,162956582345983
16796000,162934922788455
16796100,163961509269149
16796200,163890489212187
16796300,164010841961248
16796400,164336692627261
16796500,164265524347843
16796600,164855682958625
16796700,166589528463360
16796800,166589528286745
16796900,166861948766275
16797000,166779366225072
16797100,166895281278910
16797200,167055624203911
16797300,167144418638366
16797400,167164790864514
16797500,167095059471457
16797600,167911492448429
16797700,168045430641097
16797800,166512157447694
16797900,166709996673919
16798100,165534177676510
16798200,170071846074319
16798300,170190769588887
16798400,169601741014918
16798500,171995926246695
16798600,172427967023696
16798700,172535332294214
16798800,174281279707012
16798900,175304329979233
16799000,175526979573881
16799100,176306418250169
16799200,178372981937152
16799300,179868438252675
16799400,192942353565689
16799500,209307183674052
16799600,204634570924563
16799700,200412638993907
16799800,185124729072715
16799900,185393029054890
16800000,197794716479705
16800100,203876401484962
16800200,205595456692122
16800300,213499209276796
16800400,219227036553807
16800500,228536132064023
16800600,235771973923620
16800700,230974643885475
16800800,231928019630798
16800900,229625469830718
16801000,232742877428358
16801100,233643766608431
16801200,227537959617792
16801300,228024479795362
16801400,228437199716667
16801500,228170638778296
16801600,228722654636641
16801700,226521816331377
16801800,229095708103239
16801900,224431452561220
16802000,225495626839323
16802100,227883743262718
16802200,217370800999231
16802300,215331817416162
16802400,217534540262404
16802500,216669151593234
16802600,217724008654912
16802700,218351267021233
16802800,219725877826796
16802900,223210793246668
16803000,235736721674771
16803100,240825152238719
16803200,248159772486580
16803300,254012340863552
16803400,276462403050852
16803500,280504694353286
16803600,292329103218674
16803700,319833981971526
16803800,325706048640945
16803900,334387540077585
16804000,337942041327382
16804100,339511420717142
16804200,340063974895483
16804300,342329069610274
16804400,339358150660397
16804500,340749929599941
16804600,338936258639670
16804700,338339386130352
16804800,333450133435936
16804900,328971810190991
16805000,333638659030681
16805100,332465705234462
16805200,328967279736192
16805300,329222898903017
16805400,324292422839679
16805500,323318848853312
16805600,324671821511548
16805700,326635878725207
16805800,329211041650715
16805900,330529512422676
16806000,331767840263262
16806100,332859788703107
16806200,332776061194396
16806300,326358478276869
16806400,327635207317741
16806500,324456673852796
16806600,325575261052083
16806700,326026043440576
16806800,327013233366455
16806900,325803990713176
16807000,327800222337645
16807100,326481789279757
16807200,322692196906127
16807300,317812877432512
16807400,311993628847751
16807500,312031576312525
16807600,302271375173524
16807700,303509249327679
16807800,303112554779795
16807900,302852917621293
16808000,304603777880598
16808100,299382395284896
16808200,199047339319920
16808300,200252112205212
16808400,200104118756108
16808500,200009716264222
16808600,199717026489121
16808700,197627182634660
16808800,200715900206222
16808900,201509312871902
16809000,201482147394966
16809100,201123082631377
16809200,200647093602765
16809300,201890547346482
16809400,202330947393241
16809500,201313305661823
16809600,202517780523204
16809700,203473223223933
16809800,202830713624834
16809900,202732275797825
